Year,SERIES,REF_AREA,UNIT_MEASURE,OBS_STATUS,UNIT_MULT,GeoCode,Value
2023,SG_DSR_SILS,,PT,A,0,,100
2024,SG_DSR_SILS,,PT,A,0,,100
