Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,Series,REF_AREA,Units,GeoCode,Value
2019,A,0,Zimstat_MICS_2019,SE_GPI_PTNPRE,,IX,,1.0
2019,A,0,Zimstat_MICS_2019,SE_LGP_ACHI,,IX,,1.19
