Year,SERIES,Reference area,UNIT_MEASURE,Observation status,Unit multiplier,GeoCode,Value
2024,"Countries with legislative and/or regulatory provisions been made for managing disaster risk (1 = YES; 0 = NO) [1.5.3,11.b.1,13.1.2]",,Boolean or binary measure,Normal value,Units,,1
