Year,Observation status,Unit multiplier,Source details,Series,Reference area,Sex,Age,Units,GeoCode,Value
2014,Normal value,Units,Zimstat_MICS_2019,SH_FPL_INFM,,Female,15 to 49 years old,PT,,67
