Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,UNIT_MEASURE,GeoCode,Value
2018,A,0,ZIMSTAT_Prices_Department,AG_FPA_COMM,,PT,,14.848767279016856
2019,A,0,ZIMSTAT_Prices_Department,AG_FPA_COMM,,PT,,356.3626491087545
2020,A,0,ZIMSTAT_Prices_Department,AG_FPA_COMM,,PT,,601.0040849131195
2021,A,0,ZIMSTAT_Prices_Department,AG_FPA_COMM,,PT,,105.7989077004689
