Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,UNIT_MEASURE,GeoCode,Value
2010,A,0,MoHCC_WHO_Estimates,SH_STA_AIRP,,PER_1000_POP,,238
2019,A,0,MoHCC_WHO_Estimates,SH_STA_AIRP,,PER_1000_POP,,191
