Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,Series,REF_AREA,Units,GeoCode,Value
2014,A,0,ZRP,SH_STA_TRAF,,PER_100000_POP,,2042
2015,A,0,ZRP,SH_STA_TRAF,,PER_100000_POP,,2368
2016,A,0,ZRP,SH_STA_TRAF,,PER_100000_POP,,1584
2017,A,0,ZRP,SH_STA_TRAF,,PER_100000_POP,,1793
2018,A,0,ZRP,SH_STA_TRAF,,PER_100000_POP,,1918
2024,A,0,ZRP,SH_STA_TRAF,,PER_100000_POP,,1037
