Year,SERIES,REF_AREA,UNIT_MEASURE,OBS_STATUS,UNIT_MULT,GeoCode,Value
2020,DC_TOF_INFRAL,,USD,A,0,,21511425
2021,DC_TOF_INFRAL,,USD,A,0,,20124252
2022,DC_TOF_INFRAL,,USD,A,0,,32798962
2023,DC_TOF_INFRAL,,USD,A,0,,28243713
2024,DC_TOF_INFRAL,,USD,A,0,,12735178
