Year,Observation status,Unit multiplier,SOURCE_DETAIL,SERIES,Reference area,UNIT_MEASURE,GeoCode,Value
2023,Normal value,Units,EMA_2023,Proportion of bodies of water with good ambient water quality [6.3.2],,Percent,,75
