Year,SERIES,REF_AREA,UNIT_MEASURE,OBS_STATUS,UNIT_MULT,GeoCode,Value
2015,GR_G14_GDP,,PT,A,0,,17.77
2016,GR_G14_GDP,,PT,A,0,,15.75
2017,GR_G14_GDP,,PT,A,0,,5.62
2018,GR_G14_GDP,,PT,A,0,,7.35
2019,GR_G14_GDP,,PT,A,0,,10.83
2020,GR_G14_GDP,,PT,A,0,,13.27
2021,GR_G14_GDP,,PT,A,0,,15.35
2022,GR_G14_GDP,,PT,A,0,,16.62
2023,GR_G14_GDP,,PT,A,0,,14.65
2024,GR_G14_GDP,,PT,A,0,,18.65
