Year,SERIES,REF_AREA,UNIT_MEASURE,OBS_STATUS,UNIT_MULT,GeoCode,Value
2019,IT_NET_BBND,,PER_100_POP,A,0,,1.34
2020,IT_NET_BBND,,PER_100_POP,A,0,,1.31
2021,IT_NET_BBND,,PER_100_POP,A,0,,1.3
2022,IT_NET_BBND,,PER_100_POP,A,0,,1.62
2023,IT_NET_BBND,,PER_100_POP,A,0,,1.57
2024,IT_NET_BBND,,PER_100_POP,A,0,,1.6
