Year,SERIES,REF_AREA,UNIT_MEASURE,OBS_STATUS,UNIT_MULT,GeoCode,Value
2015,EN_ATM_GHGT_NAIP,,PT,A,0,,29.86
2016,EN_ATM_GHGT_NAIP,,PT,A,0,,30.24
2017,EN_ATM_GHGT_NAIP,,PT,A,0,,30.62
2023,EN_ATM_GHGT_NAIP,,PT,A,0,,37.98
