Year,SERIES,REF_AREA,UNIT_MEASURE,OBS_STATUS,UNIT_MULT,GeoCode,Value
2015,GF_XPD_GBPC,,PT,A,0,,20.54
2016,GF_XPD_GBPC,,PT,A,0,,24.88
2017,GF_XPD_GBPC,,PT,A,0,,9.98
2018,GF_XPD_GBPC,,PT,A,0,,10.85
2019,GF_XPD_GBPC,,PT,A,0,,10.93
2020,GF_XPD_GBPC,,PT,A,0,,11.86
2021,GF_XPD_GBPC,,PT,A,0,,17.52
2022,GF_XPD_GBPC,,PT,A,0,,16.51
2023,GF_XPD_GBPC,,PT,A,0,,16.7
2024,GF_XPD_GBPC,,PT,A,0,,13.8
