Year,SERIES,REF_AREA,UNIT_MEASURE,OBS_STATUS,UNIT_MULT,GeoCode,Value
2020,ER_PTD_TERR,,PT,A,0,,66.67
2022,ER_PTD_TERR,,PT,A,0,,94.78
2023,ER_PTD_TERR,,PT,A,0,,89.26
2024,ER_PTD_TERR,,PT,A,0,,94.95
