Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,UNIT_MEASURE,GeoCode,Value
2019,A,0,Zimstat_2022_PHC,EG_ACS_ELEC,,PT,,55.3
2021,A,0,Zimstat_2022_PHC,EG_ACS_ELEC,,PT,,60.0
2022,A,0,Zimstat_2022_PHC,EG_ACS_ELEC,,PT,,62.0
