Year,SERIES,Reference area,UNIT_MEASURE,Observation status,Unit multiplier,GeoCode,Value
2015,Proportion of degraded mountain land (%) [15.4.2],,Percent,Normal value,Units,,5.6
2021,Proportion of degraded mountain land (%) [15.4.2],,Percent,Normal value,Units,,7.6
2018,Mountain Green Cover Index [15.4.2],,Percent,Normal value,Units,,98.5
2019,Mountain Green Cover Index [15.4.2],,Percent,Normal value,Units,,97.73
2024,Mountain Green Cover Index [15.4.2],,Percent,Normal value,Units,,98.5
