Year,SERIES,REF_AREA,UNIT_MEASURE,OBS_STATUS,UNIT_MULT,GeoCode,Value
2016,SH_ACS_UNHC,,IX,A,0,,93.3
2018,SH_ACS_UNHC,,IX,A,0,,85.0
2023,SH_ACS_UNHC,,IX,A,0,,84.0
