Year,SERIES,REF_AREA,UNIT_MEASURE,OBS_STATUS,UNIT_MULT,GeoCode,Value
2017,SI_HEI_TOTL,,PT,A,0,,1.7
2019,SI_HEI_TOTL,,PT,A,0,,1.4
