Year,SERIES,REF_AREA,UNIT_MEASURE,OBS_STATUS,UNIT_MULT,GeoCode,Value
2014,SL_EMP_PCAP,,PT,A,0,,5.1
2015,SL_EMP_PCAP,,PT,A,0,,5.027122029512384
2016,SL_EMP_PCAP,,PT,A,0,,2.775098594381077
2017,SL_EMP_PCAP,,PT,A,0,,3.815791821490322
2018,SL_EMP_PCAP,,PT,A,0,,2.766771232516845
2024,SL_EMP_PCAP,,PT,A,0,,1.7
