Year,SERIES,REF_AREA,UNIT_MEASURE,OBS_STATUS,UNIT_MULT,GeoCode,Value
2014,ER_CBD_ABSCLRHS,,BOOL,A,0,,1
2015,ER_CBD_ABSCLRHS,,BOOL,A,0,,1
2016,ER_CBD_ABSCLRHS,,BOOL,A,0,,1
2017,ER_CBD_ABSCLRHS,,BOOL,A,0,,1
2018,ER_CBD_ABSCLRHS,,BOOL,A,0,,1
2019,ER_CBD_ABSCLRHS,,BOOL,A,0,,1
2020,ER_CBD_ABSCLRHS,,BOOL,A,0,,1
2021,ER_CBD_ABSCLRHS,,BOOL,A,0,,1
2022,ER_CBD_ABSCLRHS,,BOOL,A,0,,1
2023,ER_CBD_ABSCLRHS,,BOOL,A,0,,1
2024,ER_CBD_ABSCLRHS,,BOOL,A,0,,1
