Year,SERIES,REF_AREA,UNIT_MEASURE,OBS_STATUS,UNIT_MULT,GeoCode,Value
2014,SL_EMP_FTLINJUR,,PER_100000_EMP,A,0,,0.05
2015,SL_EMP_FTLINJUR,,PER_100000_EMP,A,0,,412.0
2017,SL_EMP_FTLINJUR,,PER_100000_EMP,A,0,,384.0
2019,SL_EMP_FTLINJUR,,PER_100000_EMP,A,0,,355.0
2021,SL_EMP_FTLINJUR,,PER_100000_EMP,A,0,,325.0
2023,SL_EMP_FTLINJUR,,PER_100000_EMP,A,0,,305.0
