Year,SERIES,REF_AREA,UNIT_MEASURE,OBS_STATUS,UNIT_MULT,GeoCode,Value
2014,SL_EMP_GTOTL,,PT,A,0,,36.13081918691323
2015,SL_EMP_GTOTL,,PT,A,0,,36.495276013308654
2016,SL_EMP_GTOTL,,PT,A,0,,37.22806761880432
2017,SL_EMP_GTOTL,,PT,A,0,,37.4495374125864
2018,SL_EMP_GTOTL,,PT,A,0,,34.21241004712392
