Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,UNIT_MEASURE,GeoCode,Value
2015,A,0,MoHACH,VC_IHR_PSRC,,NUMBER,,73.0
2023,A,0,MoHACH,VC_IHR_PSRC,,NUMBER,,7.14
