Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,UNIT_MEASURE,GeoCode,Value
2019,A,0,RBZ_Monetary_statement,FC_ACC_SSID,,PT,,8.18
2024,A,0,RBZ_Monetary_statement,FC_ACC_SSID,,PT,,8.18
