Year,SERIES,Reference area,UNIT_MEASURE,Observation status,Unit multiplier,GeoCode,Value
2022,"Number of automated teller machines (ATMs) per 100,000 adults [8.10.1]",,Number,Normal value,Units,,4.28
2022,"Number of commercial bank branches per 100,000 adults [8.10.1]",,Number,Normal value,Units,,5.41
