Year,Observation status,Unit multiplier,SOURCE_DETAIL,SERIES,Reference area,Degree of urbanisation,UNIT_MEASURE,GeoCode,Value
2022,Normal value,Units,PHC,"Municipal Solid Waste collection coverage, by cities (%) [11.6.1]",,Urban,Percent,,63
