Year,SERIES,Reference area,UNIT_MEASURE,Observation status,Unit multiplier,GeoCode,Value
2023,Number of local breeds kept in the country [2.5.1],,Number,Normal value,Units,,37
2024,Number of local breeds kept in the country [2.5.1],,Number,Normal value,Units,,37
2023,Plant genetic resources accessions stored ex situ (number) [2.5.1],,Number,Normal value,Units,,6300
2024,Plant genetic resources accessions stored ex situ (number) [2.5.1],,Number,Normal value,Units,,7554
