Year,SERIES,Reference area,UNIT_MEASURE,Observation status,Unit multiplier,GeoCode,Value
2024,Countries implementing sustainable public procurement policies and action plans  (1 = YES; 0 = NO) [12.7.1],,Boolean or binary measure,Normal value,Units,,1
