Year,Observation status,Unit multiplier,Source details,SERIES,Reference area,UNIT_MEASURE,GeoCode,Value
2024,Normal value,Units,DRM_CCA_Plans,"Proportion of local governments that adopt and implement local disaster risk reduction strategies in line with national disaster risk reduction strategies [1.5.4, 11.b.2, 13.1.3]",,Percent,,100
