Year,SERIES,Reference area,UNIT_MEASURE,Observation status,Unit multiplier,GeoCode,Value
2019,"Number of directly affected persons attributed to disasters per 100,000 population [1.5.1, 11.5.1, 13.1.1]",,Number,Normal value,Units,,702363
2019,"Number of missing persons due to disaster [1.5.1, 11.5.1, 13.1.1]",,Number,Normal value,Units,,344
2019,"Number of deaths due to disaster [1.5.1, 11.5.1, 13.1.1]",,Number,Normal value,Units,,344
