Year,SERIES,Reference area,Age,UNIT_MEASURE,Observation status,Unit multiplier,GeoCode,Value
2022,Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider [8.10.2],,15 years old and over,Percent,Normal value,Units,,83
