Year,SERIES,Reference area,UNIT_MEASURE,Observation status,Unit multiplier,GeoCode,Value
2023,Municipal waste recycled (Tonnes) [12.5.1],,Percent,Normal value,Units,,55.0
2024,Municipal waste recycled (Tonnes) [12.5.1],,Percent,Normal value,Units,,63.25
