Year,SERIES,Reference area,UNIT_MEASURE,Observation status,Unit multiplier,GeoCode,Value
2017,Proportion of people living below 50 percent of median income [10.2.1],,Percent,Normal value,Units,,12.7
2019,Proportion of people living below 50 percent of median income [10.2.1],,Percent,Normal value,Units,,16.6
