Year,SERIES,Reference area,UNIT_MEASURE,Observation status,Unit multiplier,GeoCode,Value
2023,Productivity of large-scale food producers [2.3.1],,Constant USD,Normal value,Units,,103449445.0
2024,Productivity of large-scale food producers [2.3.1],,Constant USD,Normal value,Units,,634699.0
2015,Productivity of small-scale food producers [2.3.1],,Constant USD,Normal value,Units,,0.28
2023,Productivity of small-scale food producers [2.3.1],,Constant USD,Normal value,Units,,116.0
2024,Productivity of small-scale food producers [2.3.1],,Constant USD,Normal value,Units,,88.0
