Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,UNIT_MEASURE,GeoCode,Value
2015,A,0,ZINWA,EN_WWT_TREATR,,PT,,80
2023,A,0,UNICEF_WASH_reports,EN_WWT_WWDS,,CON_USD,,8095143
