Year,REF_AREA,GeoCode,Value
2019,,,32.0
2022,,,9.5
2022,ZW_BA,ZW_BA,8.1
2022,ZW_HA,ZW_HA,9.0
2022,ZW_MA,ZW_MA,9.2
2022,ZW_MC,ZW_MC,10.7
2022,ZW_ME,ZW_ME,11.1
2022,ZW_MI,ZW_MI,10.2
2022,ZW_MN,ZW_MN,6.0
2022,ZW_MS,ZW_MS,5.3
2022,ZW_MV,ZW_MV,9.9
2022,ZW_MW,ZW_MW,9.8
