Year,REF_AREA,GeoCode,Value
2019,,,65.0
2022,,,39.7
2022,ZW_BA,ZW_BA,27.8
2022,ZW_HA,ZW_HA,32.5
2022,ZW_MA,ZW_MA,50.8
2022,ZW_MC,ZW_MC,41.6
2022,ZW_ME,ZW_ME,47.5
2022,ZW_MI,ZW_MI,41.7
2022,ZW_MN,ZW_MN,30.2
2022,ZW_MS,ZW_MS,26.5
2022,ZW_MV,ZW_MV,41.5
2022,ZW_MW,ZW_MW,36.3
