Year,Observation status,Unit multiplier,Source details,SERIES,Reference area,UNIT_MEASURE,GeoCode,Value
2019,Normal value,Units,ZIMSTAT,Proportion of total agricultural population with ownership or secure rights over agricultural land [5.a.1],,Percent,,44.9
