Year,SERIES,REF_AREA,UNIT_MEASURE,OBS_STATUS,UNIT_MULT,GeoCode,Value
2015,EG_EGY_PRIM,,PT,A,0,,41.5
2016,EG_EGY_PRIM,,PT,A,0,,38.0
2022,EG_EGY_PRIM,,PT,A,0,,38.2
2023,EG_EGY_PRIM,,PT,A,0,,39.75
