Year,Value,GeoCode,Observation status,Unit multiplier,UNIT_MEASURE,SERIES
2018,46.84,,Normal value,Units,Percent,Proportion of agricultural area under productive and sustainable agriculture [2.4.1]
2019,46.87,,Normal value,Units,Percent,Proportion of agricultural area under productive and sustainable agriculture [2.4.1]
2020,47.09,,Normal value,Units,Percent,Proportion of agricultural area under productive and sustainable agriculture [2.4.1]
2021,58.48,,Normal value,Units,Percent,Proportion of agricultural area under productive and sustainable agriculture [2.4.1]
2022,56.73,,Normal value,Units,Percent,Proportion of agricultural area under productive and sustainable agriculture [2.4.1]
2023,61.0,,Normal value,Units,Percent,Proportion of agricultural area under productive and sustainable agriculture [2.4.1]
2024,60.05,,Normal value,Units,Percent,Proportion of agricultural area under productive and sustainable agriculture [2.4.1]
