Year,Value,GeoCode,Observation status,Unit multiplier,UNIT_MEASURE,SERIES
2015,78.0,,Normal value,Units,Percent,Proportion of births attended by skilled health personnel [3.1.2]
2019,84.0,,Normal value,Units,Percent,Proportion of births attended by skilled health personnel [3.1.2]
2023,88.0,,Normal value,Units,Percent,Proportion of births attended by skilled health personnel [3.1.2]
2024,84.6,,Normal value,Units,Percent,Proportion of births attended by skilled health personnel [3.1.2]
