Year,Value,GeoCode,Observation status,Unit multiplier,UNIT_MEASURE,SERIES
2017,158,,Normal value,Units,"Per 100,000 population","Number of deaths and missing persons attributed to disasters [1.5.1, 11.5.1, 13.1.1]"
2023,237,,Normal value,Units,"Per 100,000 population","Number of deaths and missing persons attributed to disasters [1.5.1, 11.5.1, 13.1.1]"
