Year,Value,GeoCode,Observation status,Unit multiplier,UNIT_MEASURE,SERIES
2015,24.0,,Normal value,Units,Percent,Proportion of population with large household expenditures on health as a share of total household expenditure or income(3.8.2)
2020,10.45,,Normal value,Units,Percent,Proportion of population with large household expenditures on health as a share of total household expenditure or income(3.8.2)
