Year,Value,GeoCode,Observation status,Unit multiplier,UNIT_MEASURE,SERIES
2024,100,,Normal value,Units,Percent,"Proportion of members of developing countries in international organizations, by organization [10.6.1, 16.8.1]"
2024,1,,Normal value,Units,Percent,"Proportion of voting rights of developing countries in international organizations, by organization [10.6.1, 16.8.1]"
