Year,Value,GeoCode,Observation status,Unit multiplier,UNIT_MEASURE,SERIES
2011,21.6,,Normal value,Units,Percent,Proportion of population below international poverty line [1.1.1]
2017,34.2,,Normal value,Units,Percent,Proportion of population below international poverty line [1.1.1]
2019,39.8,,Normal value,Units,Percent,Proportion of population below international poverty line [1.1.1]
