Year,Value,GeoCode,Observation status,Unit multiplier,UNIT_MEASURE,SERIES
2017,1.7,,Normal value,Units,Percent,Growth rates of household expenditure or income per capita [10.1.1]
2019,1.4,,Normal value,Units,Percent,Growth rates of household expenditure or income per capita [10.1.1]
