Year,Value,GeoCode,Observation status,Unit multiplier,UNIT_MEASURE,SERIES
2019,1.34,,Normal value,Units,Per 100 population,Fixed broadband subscriptions per 100 inhabitants [17.6.1]
2020,1.31,,Normal value,Units,Per 100 population,Fixed broadband subscriptions per 100 inhabitants [17.6.1]
2021,1.3,,Normal value,Units,Per 100 population,Fixed broadband subscriptions per 100 inhabitants [17.6.1]
2022,1.62,,Normal value,Units,Per 100 population,Fixed broadband subscriptions per 100 inhabitants [17.6.1]
2023,1.57,,Normal value,Units,Per 100 population,Fixed broadband subscriptions per 100 inhabitants [17.6.1]
2024,1.6,,Normal value,Units,Per 100 population,Fixed broadband subscriptions per 100 inhabitants [17.6.1]
