Year,Value,GeoCode,Observation status,Unit multiplier,UNIT_MEASURE,SERIES
2017,10,,Normal value,Units,"Per 1,000 population","Malaria incidence per 1,000 population at risk [3.3.3]"
2019,22,,Normal value,Units,"Per 1,000 population","Malaria incidence per 1,000 population at risk [3.3.3]"
2020,32,,Normal value,Units,"Per 1,000 population","Malaria incidence per 1,000 population at risk [3.3.3]"
2022,9,,Normal value,Units,"Per 1,000 population","Malaria incidence per 1,000 population at risk [3.3.3]"
2023,16,,Normal value,Units,"Per 1,000 population","Malaria incidence per 1,000 population at risk [3.3.3]"
