Year,Value,GeoCode,Observation status,Unit multiplier,UNIT_MEASURE,SERIES
2015,6,,Normal value,Units,Number,Number of companies publishing sustainability reports [12.6.1]
2024,77,,Normal value,Units,Number,Number of companies publishing sustainability reports [12.6.1]
