Year,Value,GeoCode,Observation status,Unit multiplier,UNIT_MEASURE,SERIES
2015,26.8,,Normal value,Units,Percent,Proportion of children moderately or severely stunted [2.2.1]
2019,23.5,,Normal value,Units,Percent,Proportion of children moderately or severely stunted [2.2.1]
2024,27.0,,Normal value,Units,Percent,Proportion of children moderately or severely stunted [2.2.1]
