Year,Value,GeoCode,Observation status,Unit multiplier,UNIT_MEASURE,SERIES
2017,12.7,,Normal value,Units,Percent,Proportion of people living below 50 percent of median income [10.2.1]
2019,16.6,,Normal value,Units,Percent,Proportion of people living below 50 percent of median income [10.2.1]
