Year,Value,GeoCode,Observation status,Unit multiplier,UNIT_MEASURE,SERIES
2015,9.6,,Normal value,Units,Percent,Proportion of land that is degraded over total land area [15.3.1]
2019,9.22,,Normal value,Units,Percent,Proportion of land that is degraded over total land area [15.3.1]
2022,0.029,,Normal value,Units,Percent,Proportion of land that is degraded over total land area [15.3.1]
2024,12.57,,Normal value,Units,Percent,Proportion of land that is degraded over total land area [15.3.1]
