Year,Value,GeoCode,Observation status,Unit multiplier,UNIT_MEASURE,SERIES
2017,52,,Normal value,Units,Percent,Prevalence of moderate or severe food insecurity in the population [2.1.2]
2019,42,,Normal value,Units,Percent,Prevalence of moderate or severe food insecurity in the population [2.1.2]
2020,72,,Normal value,Units,Percent,Prevalence of moderate or severe food insecurity in the population [2.1.2]
2021,61,,Normal value,Units,Percent,Prevalence of moderate or severe food insecurity in the population [2.1.2]
2023,26,,Normal value,Units,Percent,Prevalence of moderate or severe food insecurity in the population [2.1.2]
