Year,Value,GeoCode,Observation status,Unit multiplier,UNIT_MEASURE,SERIES
2016,19.1,,Normal value,Units,Percent,Suicide mortality rate [3.4.2]
2020,23.63,,Normal value,Units,Percent,Suicide mortality rate [3.4.2]
