Year,Value,GeoCode,Observation status,Unit multiplier,UNIT_MEASURE,SERIES
2019,2.81,,Normal value,Units,"Per 1,000 uninfected population","Number of new HIV infections per 1,000 uninfected population [3.3.1]"
2021,1.51,,Normal value,Units,"Per 1,000 uninfected population","Number of new HIV infections per 1,000 uninfected population [3.3.1]"
2023,0.96,,Normal value,Units,"Per 1,000 uninfected population","Number of new HIV infections per 1,000 uninfected population [3.3.1]"
2024,0.91,,Normal value,Units,"Per 1,000 uninfected population","Number of new HIV infections per 1,000 uninfected population [3.3.1]"
