Year,Value,GeoCode,Observation status,Unit multiplier,UNIT_MEASURE,SERIES
2014,0.05,,Normal value,Units,Number,Average share of the built-up area of cities that is open space for public use for all [11.7.1]
2015,0.05,,Normal value,Units,Number,Average share of the built-up area of cities that is open space for public use for all [11.7.1]
2016,0.05,,Normal value,Units,Number,Average share of the built-up area of cities that is open space for public use for all [11.7.1]
2017,0.05,,Normal value,Units,Number,Average share of the built-up area of cities that is open space for public use for all [11.7.1]
2018,0.05,,Normal value,Units,Number,Average share of the built-up area of cities that is open space for public use for all [11.7.1]
2023,50.0,,Normal value,Units,Number,Average share of the built-up area of cities that is open space for public use for all [11.7.1]
2024,75.0,,Normal value,Units,Number,Average share of the built-up area of cities that is open space for public use for all [11.7.1]
