Year,Value,GeoCode,Observation status,Unit multiplier,UNIT_MEASURE,SERIES
2017,37.2,,Normal value,Units,Percent,Participation rate in formal and non-formal education and training [4.3.1]
2023,17.8,,Normal value,Units,Percent,Participation rate in formal and non-formal education and training [4.3.1]
2024,59.9,,Normal value,Units,Percent,Participation rate in formal and non-formal education and training [4.3.1]
