Year,Value,GeoCode,Observation status,Unit multiplier,UNIT_MEASURE,SERIES
2015,5.6,,Normal value,Units,Percent,Proportion of degraded mountain land (%) [15.4.2]
2021,7.6,,Normal value,Units,Percent,Proportion of degraded mountain land (%) [15.4.2]
2018,98.5,,Normal value,Units,Percent,Mountain Green Cover Index [15.4.2]
2019,97.73,,Normal value,Units,Percent,Mountain Green Cover Index [15.4.2]
2024,98.5,,Normal value,Units,Percent,Mountain Green Cover Index [15.4.2]
