Year,Value,GeoCode,Observation status,Unit multiplier,UNIT_MEASURE,SERIES
2015,80.0,,Normal value,Units,Percent,Proportion of wastewater treated [6.3.1]
2020,14.3,,Normal value,Units,Constant USD,Proportion of safely treated domestic wastewater flows [6.3.1]
2021,6.8,,Normal value,Units,Constant USD,Proportion of safely treated domestic wastewater flows [6.3.1]
2022,17.8,,Normal value,Units,Constant USD,Proportion of safely treated domestic wastewater flows [6.3.1]
2023,2.0,,Normal value,Units,Constant USD,Proportion of safely treated domestic wastewater flows [6.3.1]
2024,6.9,,Normal value,Units,Constant USD,Proportion of safely treated domestic wastewater flows [6.3.1]
