Year,Value,GeoCode,Observation status,Unit multiplier,UNIT_MEASURE,SERIES
2024,1,,Normal value,Units,Boolean or binary measure,Countries implementing sustainable public procurement policies and action plans  (1 = YES; 0 = NO) [12.7.1]
