Year,Value,GeoCode,Observation status,Unit multiplier,UNIT_MEASURE,SERIES
2019,32.0,,Normal value,Units,"Per 1,000 live births",Neonatal mortality rate [3.2.2]
2022,9.5,,Normal value,Units,"Per 1,000 live births",Neonatal mortality rate [3.2.2]
2024,37.0,,Normal value,Units,"Per 1,000 live births",Neonatal mortality rate [3.2.2]
