Year,Value,GeoCode,Observation status,Unit multiplier,UNIT_MEASURE,SERIES
2014,14.46,,Normal value,Units,"Per 100,000 population",Death rate due to road traffic injuries [3.6.1]
2015,16.77,,Normal value,Units,"Per 100,000 population",Death rate due to road traffic injuries [3.6.1]
2016,11.21,,Normal value,Units,"Per 100,000 population",Death rate due to road traffic injuries [3.6.1]
2017,12.69,,Normal value,Units,"Per 100,000 population",Death rate due to road traffic injuries [3.6.1]
2018,13.58,,Normal value,Units,"Per 100,000 population",Death rate due to road traffic injuries [3.6.1]
2024,13.45,,Normal value,Units,"Per 100,000 population",Death rate due to road traffic injuries [3.6.1]
