Year,Value,GeoCode,Observation status,Unit multiplier,UNIT_MEASURE,SERIES
2022,0.03,,Normal value,Units,Percent,Proportion of population aged 18-29 years who experienced sexual violence by age 18 [16.2.3]
2023,0.015,,Normal value,Units,Percent,Proportion of population aged 18-29 years who experienced sexual violence by age 18 [16.2.3]
2024,0.03,,Normal value,Units,Percent,Proportion of population aged 18-29 years who experienced sexual violence by age 18 [16.2.3]
