Year,Value,GeoCode,Observation status,Unit multiplier,UNIT_MEASURE,SERIES
2016,18.631,,Normal value,Units,Number,Employed persons in the tourism industries (number) [8.9.2]
2017,18.478,,Normal value,Units,Number,Employed persons in the tourism industries (number) [8.9.2]
2018,18.38825,,Normal value,Units,Number,Employed persons in the tourism industries (number) [8.9.2]
2019,18.2715,,Normal value,Units,Number,Employed persons in the tourism industries (number) [8.9.2]
2020,8.47825,,Normal value,Units,Number,Employed persons in the tourism industries (number) [8.9.2]
2021,8.12175,,Normal value,Units,Number,Employed persons in the tourism industries (number) [8.9.2]
2022,95700.0,,Normal value,Units,Number,Employed persons in the tourism industries (number) [8.9.2]
2023,100500.0,,Normal value,Units,Number,Employed persons in the tourism industries (number) [8.9.2]
2024,110000.0,,Normal value,Units,Number,Employed persons in the tourism industries (number) [8.9.2]
